variety,lat,long,weight,wing,color,beak
1,85.82534258,38.97491266,21.82346437,27.56046195,1,23.25636383
1,83.57477297,41.73139832,17.11141482,27.32404875,2,20.10027264
1,85.91564917,40.10717252,20.43535551,28.50465616,1,21.02852758
1,83.04496798,37.84304704,16.33011301,26.73294583,1,16.82399238
1,85.63894893,35.09026301,23.43437161,28.19483422,1,24.60796169
1,85.14005832,41.03770912,14.18862655,24.03752133,2,14.40280208
1,89.55918673,41.18426022,15.35969432,25.78288311,2,14.03370692
1,87.93329296,39.52415748,21.3900452,28.82382419,2,21.76300822
1,81.36115818,35.2014499,22.92834656,27.54319943,1,22.1911446
1,82.90236714,39.80241719,17.1827675,25.48394401,2,18.28820839
1,89.56349129,38.63959205,14.25805556,24.12972361,1,15.78127863
1,81.77554231,37.5255774,16.62373779,24.10455926,2,16.769156
1,82.43465423,35.92725382,12.27863889,23.28923888,2,12.64454765
1,83.25035909,38.3600445,24.07237865,27.19865576,2,25.5372024
1,88.47537249,40.53243324,18.73263728,26.94683737,1,18.97181693
1,87.69337892,38.3684464,15.49730656,28.0551947,2,13.02347206
1,84.77591296,37.11217456,16.26392069,25.41766876,2,14.55795493
1,81.44568131,38.87032717,15.66434259,28.31635529,1,16.10378962
1,85.69011311,35.21977398,18.68970297,27.20314376,2,20.52798629
1,88.957328,40.65089919,14.4566079,24.00032385,1,14.89960166
1,81.19096022,38.83659262,14.99007336,25.67663188,2,14.55581967
1,86.65190302,36.72157859,14.17082282,25.10842387,2,13.21989764
1,86.77916532,35.85466865,16.35207417,25.96604943,1,17.00764371
1,82.83446693,38.70323391,17.28379011,26.316586,1,16.11326514
1,81.93903828,39.20163785,17.33924526,26.54995195,2,17.23535308
1,90.90148947,37.28250829,14.70982084,26.18201789,2,14.39883973
1,85.83859553,40.19138871,21.03352972,29.04147549,1,21.0348175
1,86.63114621,39.44444733,16.65186025,24.31955348,2,18.1317823
1,86.4065989,39.56769415,18.1569069,28.36494411,2,17.38672237
1,88.01616282,40.35649376,19.8685812,27.76478575,2,21.28885598
1,82.49566199,36.64286462,19.06057909,28.00882336,2,19.43148022
1,86.47232524,38.37400102,14.5706577,23.70239933,1,12.68034613
1,90.42343327,38.23564357,21.2976911,29.07597012,1,21.5302624
1,90.58922954,38.56355177,18.10359986,26.65509304,2,18.85080196
1,84.53830826,35.12600592,14.2986988,23.75114015,2,14.98565483
1,83.69961448,40.58051103,22.31461521,29.56225709,2,22.06457492
1,88.22502148,37.01376006,18.48843897,28.12224882,1,17.95355601
1,82.65709563,36.26270178,12.04086201,21.65082682,2,10.50365788
1,83.54381395,41.90729019,14.94623609,27.15387405,2,12.13516891
1,84.78106626,37.9570154,14.92546875,24.27901878,2,18.24578905
1,89.99282506,36.94350957,14.41554245,26.7871853,1,11.87526491
1,84.00125188,36.14448894,13.80112911,25.67507332,1,13.6453254
1,84.90658029,35.38619857,18.59981051,28.3677577,2,18.05770779
1,83.86110677,38.16353581,22.02165895,27.68819829,1,22.44423527
1,83.91878541,38.65817555,11.53475662,22.39550265,2,11.01296407
1,86.02942808,37.25080321,15.64720824,26.79180345,2,14.23752341
1,83.06181894,41.52997212,20.91631588,28.38476722,1,17.4860019
1,81.24427054,37.21910164,21.26052915,27.10946844,1,21.04046189
1,85.79996762,38.60312594,21.12192618,26.5415639,1,22.32426518
1,83.4071952,38.76353944,13.44897817,25.25321367,2,12.66929394
1,83.08637199,41.42908869,18.13021423,26.18513206,1,17.75067917
1,81.09063243,37.19478262,15.71553151,23.49690801,1,16.34050114
1,82.03819403,41.64436917,20.90492166,27.71864086,2,19.8031196
1,83.64685574,35.41253562,13.98477276,24.95811748,1,13.5247069
1,88.40928807,37.94060067,19.92281138,29.05538418,1,20.42459192
1,82.51850976,38.98496814,17.08237232,26.27665922,1,16.90694182
1,88.30630338,37.13713317,13.74721631,22.39884828,1,13.46722379
1,85.08539962,38.79148851,13.04462911,24.6631571,1,12.36288591
1,83.60744222,36.82351058,14.62358535,25.89283104,1,15.0840872
1,86.35717937,39.40537965,22.22514926,28.22238149,2,22.76453349
1,82.58785789,35.5674549,20.57063393,26.80644514,2,21.87126846
1,84.93857137,41.18548996,20.12076049,27.95626512,1,20.76417278
1,85.41159181,41.29014747,15.30302642,25.99885879,1,15.56367997
1,84.38460205,40.81135968,20.75012526,27.67006662,1,21.66256397
1,86.63375148,38.86276216,11.77487005,23.0799433,1,11.59435552
1,85.75820312,39.52133729,16.75088305,26.28703521,1,15.68194037
1,88.18205129,38.75162235,20.42536498,26.36750498,2,19.22145926
1,83.39010496,35.20635489,19.45377491,26.99342939,2,19.699794
1,89.91435345,38.95171065,14.6505776,26.33246488,1,16.93865986
1,83.95245314,38.79761929,13.44445121,23.17351897,2,13.94954853
1,81.93402626,37.2218024,17.84516891,27.22208198,1,17.58516417
1,82.02206101,40.2897149,11.28410611,22.1057449,1,12.16131858
1,82.55039855,38.8819308,17.65037531,25.85379483,1,15.29412151
1,82.28345567,39.9740374,20.01781505,28.29629425,1,18.75167078
1,82.00922143,36.13737041,13.31271617,22.46596721,2,14.37218759
1,88.77900334,38.24740305,20.1287846,27.29748846,1,20.70724121
1,89.24851313,38.74092236,18.12879015,26.46343845,1,16.98503289
1,88.34922183,39.61852687,15.50163961,26.51046272,2,13.48441147
1,84.04905071,35.334912,20.49717191,25.89516868,2,20.94359013
1,82.99104985,40.48544933,20.50944663,27.21503349,1,18.947563
1,89.62707951,39.15867238,15.78774744,25.51133582,2,15.55069454
1,84.67174736,37.88539474,19.5440636,25.60966805,1,17.82236156
1,82.85987648,35.02028577,14.82805671,24.11641306,2,16.00888139
1,90.89524703,39.06154649,20.45756219,27.57345431,2,19.20603008
1,88.47173706,41.48304437,18.9700346,29.44648266,1,21.07287195
1,83.26185719,36.17926398,18.25252867,26.72276407,2,16.35302512
1,86.86980746,37.1576646,19.13689616,27.8645611,2,17.59374031
1,81.23618667,40.38416535,22.55384298,28.22030608,2,22.31712165
1,84.50965445,40.52880976,18.14551274,26.24780309,1,19.29713403
1,90.18758023,36.35254392,18.70916451,27.73311123,2,20.06150121
1,84.80328289,39.27618403,23.94090573,27.88972406,1,23.29207649
1,88.71252471,40.93996238,18.51788815,25.93879255,1,20.06132729
1,81.61786254,38.10197152,16.54620153,26.601597,2,19.6073316
1,89.84377412,37.17657931,16.26473936,24.91030647,2,16.59341854
1,88.47381131,39.15886473,16.84661842,26.8522207,2,16.55660041
1,88.69445096,38.15149254,14.93565404,23.61216779,2,16.00555585
1,86.04329909,40.54869108,17.33857224,26.6942221,1,17.29909549
1,88.12875117,36.4527489,15.16540429,25.36332025,2,15.06387381
1,86.31004114,37.46349086,19.27865253,26.69870097,1,19.26221977
1,84.39302246,35.96450969,18.58280041,27.26309121,1,18.35818384
1,86.74427613,37.90707171,12.42982332,24.24902498,2,13.6096983
1,82.91496013,37.09400844,16.31035749,26.19305475,1,16.96534572
1,81.60803957,40.03140294,22.98093591,27.69848565,1,23.46956412
1,82.71492711,41.28611075,21.29325506,28.34159261,2,19.92531211
1,84.6940866,38.25238081,15.08503679,24.95068044,1,16.43659593
1,90.44090444,40.75689028,21.99101279,28.18867661,1,21.70604243
1,86.50704479,40.8961055,20.73998658,29.39853377,2,19.3605445
1,89.29608771,37.23385146,14.12493663,23.91729132,1,13.4150175
1,88.43373988,40.42048399,20.79932113,27.67033204,2,21.44163728
1,83.99552325,37.3488225,14.10333171,25.78876681,1,15.30818345
1,86.45018996,39.49150381,20.08812341,26.1095392,2,19.08725182
1,82.65882482,36.96280088,14.68954968,25.66840063,2,12.22740352
1,85.57124503,36.77141412,14.3628415,27.04067126,1,15.94218035
1,86.62427945,38.94992856,20.64398766,27.66853043,1,19.39262058
1,88.85915476,40.67199555,15.61678311,26.2047076,2,12.13956585
1,86.4773095,39.22803992,20.77580806,27.57265225,2,19.92963174
1,81.72157962,37.20159161,14.37190778,24.7006106,1,13.63573379
1,90.62834088,36.52015903,17.66033222,27.01457553,2,19.51434329
1,81.27665015,41.77033283,18.06310636,28.40952786,1,16.32220878
1,84.09836153,36.28888737,15.64020586,24.54975325,2,14.7817301
1,90.08760101,39.84779092,19.1792833,28.06632774,1,18.26312342
1,83.84158199,38.74139454,15.44454031,26.70978486,1,13.0587592
1,84.9425328,35.31427461,11.80508088,21.31830761,2,10.96432878
1,83.41097373,39.43589358,18.19014518,27.57058901,2,16.17111136
1,88.05432287,35.03748721,15.57606834,25.37272616,2,18.00204813
1,89.79718356,38.28699883,14.24208956,24.55579172,1,15.66450315
1,85.68970797,36.66003883,12.32602772,24.06390148,1,12.42407149
1,86.76175312,36.84892135,19.74835668,28.19125194,1,19.13016798
1,81.18145569,41.55226939,20.08241981,26.75314798,2,18.21561502
1,81.57888796,35.97190968,13.97510857,23.53714037,2,13.93308868
1,81.83471662,37.18587005,18.71142187,26.46281848,1,19.53914405
1,83.09536428,35.75705086,13.01286844,23.41186622,2,10.94162273
1,85.56448758,36.40511065,14.71510225,22.48792983,1,14.06851854
1,87.96735442,37.57323534,22.78327253,28.61962803,1,22.25134431
1,86.2802272,39.20015476,12.78643799,22.98319171,1,13.00206395
1,86.40168884,40.89592866,19.57890964,25.56685787,1,18.82263325
1,90.05610265,40.61068806,21.40505438,28.89085168,1,20.21428684
1,87.93351443,38.96008267,13.88021477,25.7564326,1,11.44963054
1,82.69479624,38.08216119,19.21870571,27.36243453,1,18.95543982
1,86.20520586,38.71080309,17.82031791,25.25428828,2,18.7835318
1,84.86036612,40.18509096,19.11664719,26.69887896,2,18.50518571
1,90.31008041,41.07935157,17.34093725,27.16092342,2,18.92145576
1,89.56674656,37.31965968,15.46262669,25.6500702,2,15.47039877
1,82.26541005,35.34253566,12.98678887,22.09955793,1,13.35340176
1,90.91074466,39.2286721,12.97585584,24.34396996,2,13.61551819
1,83.88415658,40.61910533,11.73643961,23.00165931,1,9.584986654
1,82.73758859,40.58531252,17.83656157,26.84557567,2,17.71014671
1,86.79571766,39.85720473,17.79721327,25.91440421,1,18.96703125
1,81.41751315,41.1581782,22.1588387,28.49177179,2,22.11863719
1,88.49867712,39.25439668,12.39021981,23.83629307,2,13.3228434
1,85.3809699,37.58567046,17.81654308,26.58358131,1,17.83721009
1,90.79828252,36.74830814,13.69331671,24.53338518,1,13.67451254
1,89.35652088,40.27062111,10.12532759,20.9028922,2,10.51046549
1,90.02408778,41.30347528,19.11572945,26.73768157,2,18.33555806
1,88.11873505,37.4048508,14.20912167,23.06867878,1,15.28798325
1,83.0536454,36.91604218,14.57920118,23.82141615,2,13.54512225
1,83.62923503,38.80703698,14.46554714,25.13517769,2,15.08979035
1,81.08467712,37.399751,15.4871937,25.82782584,1,15.58892979
1,81.54522138,41.56754528,16.21167472,25.58233964,1,15.05151997
1,81.66721453,37.33538371,15.80775983,27.13529454,1,13.22900436
1,86.5701794,41.88706637,19.83182471,26.2228448,2,19.92651716
1,83.11643868,37.41983294,18.87680118,28.1512386,2,18.4125219
1,81.28728351,40.33946252,20.68932146,26.9711761,2,19.7934344
1,83.10747079,38.41396232,20.99390596,29.76893021,2,19.05560719
1,85.76179482,39.0613172,15.74539766,26.17673695,2,14.58061768
1,86.58511223,38.43100104,16.01600374,25.06759675,2,15.79180454
1,82.54854341,40.0301875,16.69242685,26.2712298,1,14.98215399
1,87.14337767,41.33419554,19.47891678,27.88418862,1,18.2386985
1,90.98365052,36.83901321,16.34779539,27.43625347,2,18.88270919
1,86.92442693,40.84845126,15.11583311,25.61154968,1,12.96181315
1,86.2886461,36.13697289,12.55545525,23.20659779,2,10.22039413
1,84.83617706,38.27545225,13.35047364,23.00955042,2,11.09238835
1,87.76827723,41.61843397,19.7452918,26.74246323,2,18.92691498
1,82.95345521,38.44507539,13.54713975,25.40869117,2,12.34968385
1,86.85663831,41.23861153,14.76240429,24.77786195,1,14.48945556
1,87.13587449,39.26316347,21.43443252,28.1719782,2,21.80253296
1,82.94979798,37.73363207,17.98373309,27.32116461,1,15.72632778
1,84.97321956,39.44631371,11.81045562,22.59614607,2,11.44310713
1,83.24689502,41.19756506,13.36629904,23.3031496,2,15.37686316
1,81.77928934,36.38342883,14.54457587,26.08771977,1,14.46567257
1,87.08779439,38.92802293,17.78316525,25.9930751,2,17.84388063
1,89.24653359,40.85204296,19.83129485,27.50559975,2,19.61515958
1,81.35938795,39.03679906,15.84769073,26.51045853,1,17.24038594
1,84.35216204,41.22149405,16.53886148,26.63912486,1,17.55307157
1,84.52135099,39.97430136,21.49069224,28.11743489,2,22.16529828
1,82.45882211,41.69461207,10.12989031,20.60609553,1,9.737940733
1,90.2164166,40.477742,19.29594384,27.42692408,2,18.95431129
1,87.19887959,39.26311377,20.07098854,28.96727244,1,19.31684047
1,88.59891387,37.61237841,18.17528843,26.76979698,1,18.59543072
1,86.2070365,40.58690562,14.18719324,25.55113258,2,14.83542752
1,82.09747685,40.97070683,17.33916416,27.6245415,2,17.60063672
1,82.40518831,35.38357056,14.51043576,24.65097693,2,12.35803944
1,88.12246407,41.26901955,20.13905971,27.42224686,1,20.12297982
1,90.10936521,41.29254873,18.45935323,27.91386733,2,19.90523755
1,90.24618209,35.86342677,21.70461977,27.23122702,1,22.22782592
1,87.58087197,37.33788653,17.1331379,27.44509316,1,17.36185983
1,84.17208469,37.01412053,16.13950997,26.1644791,2,13.91475054
1,84.04442736,36.30335175,13.21032959,23.64752203,2,13.61373504
1,90.91932156,41.00793495,13.61909891,24.22603844,1,12.17100346
1,87.77380448,37.80970714,12.04978811,23.84043538,2,12.32726896
1,83.43221386,37.14119756,20.14523752,27.79467732,2,19.58929686
1,81.94588122,41.80537146,19.47703184,26.82876999,2,18.07586955
1,86.62907452,41.65567582,13.88549587,21.6106826,2,15.47729384
1,83.30629189,38.78348834,15.17712689,25.39827725,2,15.19097086
1,89.71718184,39.54583653,14.16503406,24.91190151,2,13.43892891
1,90.60691346,39.95541578,16.53663438,26.20153317,2,15.96218746
1,86.41848135,40.11408052,20.51642217,26.13809133,2,21.67043538
1,89.73172104,35.39978066,21.71849589,26.27113411,1,21.62850252
1,89.55859073,35.47719543,14.32816441,24.79244113,1,15.36869851
1,85.36225086,37.66084041,14.23733742,23.95168417,1,12.66519491
1,88.2697909,40.68275557,14.10037266,25.90714338,1,13.2628349
1,86.8332019,41.37048545,18.21879747,26.77440413,2,19.06813101
1,88.61535565,37.43345775,12.79650764,23.98920298,1,13.96926606
1,88.6876877,39.14263995,21.1017745,26.40152626,2,21.8450785
1,85.15637089,35.38582153,11.77080398,22.44590653,2,10.881413
1,81.45555067,35.29609194,21.52079573,28.87699801,1,20.80085676
1,82.76098714,40.05573938,12.43917858,22.27844323,2,11.83701894
1,89.54082478,41.13394077,19.41998011,27.09719219,2,19.42086011
1,83.47553834,40.58988234,17.28112797,25.95629373,2,15.77799932
1,81.07754614,37.92206092,21.31482973,28.50647124,1,20.79814996
1,83.54881356,38.53701336,13.98016987,24.06272749,1,15.90447677
1,81.91134272,35.35600234,18.80388236,29.02012082,1,17.56595335
1,90.00511129,36.15219618,12.4426902,24.01952694,2,12.81690673
1,90.16781811,41.82498481,21.86495867,28.96788828,1,21.81698846
1,83.18859227,40.62640215,15.67537078,25.19488865,1,14.53363301
1,84.88808351,35.16359957,16.40037417,27.0608545,2,17.36888794
1,87.823996,40.26922747,21.7158122,27.64469096,1,18.93884574
1,89.28111378,40.72196278,16.49214026,27.05941606,2,14.79970036
1,89.42005576,36.69120844,20.36715455,27.27065908,2,21.78638253
1,82.58741667,38.62926225,15.98277245,28.0301567,1,17.07075385
1,82.22538687,36.07043451,15.04261883,23.68840814,2,17.90404839
1,87.66175759,40.03859584,17.06874139,26.25930316,1,16.79563032
1,86.1838364,40.48900408,23.13584916,30.3377303,2,21.88516487
1,90.33017348,39.05070663,11.76273001,20.97228841,2,11.9483055
1,83.84633201,35.37098871,18.3887362,27.86781272,1,20.28281249
1,89.2831575,38.38561321,12.16715007,23.96935812,2,12.10851932
1,90.86227017,37.32362689,16.33951677,25.71947799,2,15.72972563
1,86.29639973,41.90050389,16.85034078,26.12810118,2,16.16308444
1,86.54344279,40.9382597,18.30633131,26.54972301,2,18.32642555
1,83.84478462,36.03902657,13.76226697,21.88089343,1,13.52489767
1,86.36712844,36.75030249,16.44545538,24.81672268,2,17.01412156
1,81.69738361,41.87075623,16.66770803,25.84253068,2,17.61862625
1,85.69118456,36.19173207,13.65210734,24.79371658,2,17.40350931
1,89.23006682,40.52736024,13.35362514,23.22906747,2,12.5151975
1,85.16025979,39.33812545,14.57948677,23.90505171,1,14.29673574
1,85.54675383,37.23613716,21.91784396,28.13372341,1,20.22412378
1,85.26347784,40.14457334,22.49065657,29.1794113,1,20.48570365
1,88.62676535,41.56090143,15.87593262,25.77168389,1,16.30090093
1,85.50390241,41.47812016,17.5090963,27.05818779,1,16.01158871
1,88.37867014,39.54677527,12.27520999,23.18555823,2,15.2246307
1,86.68945549,40.26065003,14.62092336,25.70868632,1,15.29543502
1,90.34102828,37.46330592,18.51183038,25.22285621,2,18.10492067
1,82.29416029,41.24768872,10.34256166,21.13820716,1,8.275907046
1,86.73046303,35.65031456,18.02720826,27.13028412,2,17.08315763
1,90.96959343,38.79675049,14.87612694,24.6581043,1,14.4511287
1,86.9865715,36.24670018,12.40133099,24.11670136,2,13.01898407
1,89.22659861,36.92848188,17.98853926,26.95448632,1,17.15222712
1,90.65075338,37.17302354,17.930433,26.76921738,2,14.52219669
1,89.56000839,38.05973008,20.43863913,25.73160846,2,19.93964335
1,86.78930993,38.6055047,12.65300792,21.18899227,2,14.78999439
1,90.53700484,41.1828026,17.47511666,25.14839273,2,16.5803734
1,83.29553692,40.66196372,14.20134411,25.09822386,1,15.73071761
1,84.52975101,37.50539288,18.64002115,27.12030642,2,18.46221444
1,85.04677683,36.93307812,14.79759411,25.36792253,2,14.52233681
1,88.3865176,35.39955337,19.62765262,27.06142206,1,19.46056574
1,82.67425119,39.90446728,18.47292085,29.18677544,2,21.06806996
1,85.74746709,37.37657857,14.19604852,22.28030515,2,12.99960749
1,83.3006561,38.13340464,12.91216187,22.1280117,1,11.25308009
1,83.57643579,40.57924745,17.11994106,26.68026308,1,17.22224737
1,85.98805223,38.99275858,23.93037998,27.99614991,1,24.16124412
1,84.08811497,36.23624605,14.70373752,25.72899737,2,14.1082971
1,81.69675282,38.3164424,22.15775538,28.74662073,1,24.78939314
1,85.52946458,39.68666239,14.83413942,27.16365762,2,14.20116469
1,88.88340507,41.80668587,21.4257109,27.87984065,2,21.36893892
1,83.39693607,35.93262755,16.43980966,26.65793435,1,15.6715375
1,87.47104924,35.73393796,18.78560067,27.83556986,2,21.00228773
1,87.26398229,37.33314919,21.21762943,26.2738959,2,21.19842933
1,89.06380472,36.84269583,18.77448545,26.75197028,2,17.72967806
1,84.0651896,39.11230509,20.44989378,26.84090392,1,21.3139491
1,87.19240452,39.68267839,11.84460762,22.17599025,2,9.013484197
1,88.75622481,38.34766411,15.27306365,24.00220618,1,16.39482341
1,89.26317187,37.03981423,22.66210989,28.98550967,2,22.75677122
1,86.86924692,37.73318285,12.44738843,22.77718399,1,10.81975298
1,85.11656834,36.30998734,19.67966339,29.15516587,1,20.28334288
1,89.92019879,41.90926596,15.36042936,26.22219232,2,16.6445945
1,88.51695666,39.2188949,15.27017688,24.71100757,2,17.65955114
1,86.0678355,37.63934285,20.9386378,28.53599523,2,20.56238435
1,85.09309766,41.07723617,18.9637673,27.27273533,2,18.3375575
1,89.70847097,39.41101509,11.37398301,22.89801541,1,11.26110811
1,88.31645456,36.16338744,17.11015729,26.15438057,1,16.54129386
1,90.10770669,36.89054822,14.90180506,25.74859827,2,16.87992885
1,89.2227842,41.90548077,18.79756704,28.15176126,1,20.19283424
1,86.40782488,40.86918542,13.64536516,24.32079019,1,11.79650715
1,83.39629917,36.40308669,13.37157786,23.98722903,1,13.67333555
1,85.98375741,38.71125165,14.25263613,25.78152357,1,15.09825886
1,85.16485169,41.43124021,18.39190149,27.17548703,2,18.45821766
1,81.7596762,37.64748021,16.31575044,26.27445786,2,16.77067995
1,87.61103062,37.17163768,17.04548787,26.70738352,1,17.64737231
1,87.34844149,39.73002933,17.35310582,26.36231748,2,17.10115265
1,81.51927146,38.51749548,18.80133571,28.21684368,2,19.3296135
1,86.48810034,38.84749813,19.90917937,29.02914957,1,19.44526889
1,81.02085374,37.80402541,15.18964294,24.25492346,2,14.89793775
1,85.70658706,38.74629455,17.27182883,27.27015108,2,16.7790011
1,82.09925294,36.31506458,22.35494145,28.55677069,2,23.72247857
1,82.44426417,39.5140047,14.75231472,22.85033444,2,17.81136085
1,86.17205772,38.54570395,15.24502628,24.90441249,1,15.92425185
1,86.3150582,35.33966568,16.97909944,27.85472324,1,17.46064302
1,85.10510448,39.31419094,16.37372783,24.86576608,2,16.78868502
1,84.00006868,35.15862924,15.38866322,26.2207057,2,15.68727792
1,83.23585516,39.86580079,14.84298361,23.9527752,1,14.81394545
1,81.69568078,36.25798683,18.84148832,26.73293815,2,19.15685649
1,82.44300611,38.87448814,15.6992932,23.92636757,2,15.87695535
1,89.95676863,40.17981162,15.9451586,25.96208845,2,19.4312101
1,90.57770019,35.40334056,19.9234358,27.86833008,1,20.08712847
1,87.52388986,40.59136386,14.62963916,26.17914515,2,14.32745618
1,89.56316782,40.99570351,19.75154049,26.71744992,1,18.62678463
1,88.28068545,35.81746435,14.05425018,23.05628116,1,13.02177161
1,86.08554533,41.90704124,21.5047034,29.96922941,1,18.23663176
1,89.56261938,41.51646001,14.61287643,25.2022833,2,15.85994076
1,86.00541449,40.31188869,15.43896509,23.50580828,1,14.97664179
1,89.24575991,39.31995311,20.53957952,28.51532593,2,20.42082314
1,84.46308154,41.50860539,23.7931942,27.89440785,1,21.32947301
1,88.25379794,41.25985657,11.19914349,20.99596538,1,11.95313411
1,85.1019681,39.41210044,15.11448033,24.42363507,2,13.61539038
1,86.05668246,40.37818934,18.23484934,27.2580831,1,16.74423286
1,86.71803631,37.2014848,20.55207464,27.24682963,1,20.27861013
1,88.44183504,35.29260015,19.07621639,27.72199205,1,21.18581487
1,81.27638813,40.02442641,11.50465878,22.86597517,2,10.71196136
1,84.73747794,41.11726366,22.63040552,30.13402202,2,21.37816569
1,86.29636624,35.41700512,18.25261858,27.49343086,1,19.06195246
1,90.09846662,35.65453812,15.98250122,25.9386448,1,17.13717282
1,85.89875256,38.99254066,14.30989439,25.63696943,2,16.08195219
1,85.3427814,38.98445941,19.99944836,27.97158637,2,19.79164741
1,90.93774365,37.8943506,11.69692938,21.07913823,1,11.75686576
1,89.83986243,36.44472987,11.40892745,24.46386714,2,10.8419924
1,87.18222877,38.71123509,17.29769203,26.92428283,2,18.37006424
1,86.77981361,36.39258114,18.07841379,26.9427838,1,17.21665435
1,81.71207384,40.41570975,12.41776393,24.62654089,1,11.10307522
1,87.60154961,39.2913765,15.10914775,25.40322824,1,13.44234528
1,89.98844493,40.57517282,11.52514388,21.56458623,1,10.7137148
1,86.71798991,38.60001719,16.55682046,26.47002231,2,17.48546928
1,89.62584049,40.71744061,17.11095896,27.36803639,1,19.49593081
1,84.52875984,40.60357548,16.58846631,26.64523794,2,16.19308453
1,88.86196413,36.1193174,17.73002731,26.84177121,1,17.48581617
1,82.19715696,35.71381723,16.17954874,24.48852926,1,15.68886398
1,81.53276049,39.40569078,19.57497354,27.92871487,1,18.78671429
1,85.63981819,38.42155385,18.41361722,28.99052046,1,19.41427846
1,81.32591712,38.9027353,18.57062739,27.7052187,1,18.12721579
1,88.17966478,36.63235205,11.12521298,21.56429916,2,9.859049363
1,87.34696073,38.93941776,16.75603929,26.24647352,1,17.47852
1,89.61297087,39.02682991,16.81594013,25.98660636,1,14.51055713
1,87.0175922,35.56038593,15.85181915,26.13969717,2,14.65607811
1,86.65617952,40.05003617,12.38240995,21.18134445,1,13.97717062
1,83.18616654,40.70894336,13.40815982,24.12931851,1,12.94619035
1,86.42301178,36.84387206,19.07604118,26.69096857,2,18.659921
1,81.32355103,36.12924854,22.52233004,27.71554032,1,21.81688705
1,88.7008517,37.82881256,13.80602114,24.85736671,2,14.17939006
1,90.12480878,39.41203223,21.10511429,26.47690946,2,22.47420334
1,84.94772485,41.54811501,15.98339786,24.50230246,2,17.78135221
1,89.72954231,36.11578771,19.14463039,25.97798595,1,20.8881929
1,89.20022242,39.14111144,15.48040252,25.93114,2,15.68625532
1,89.49831909,40.24512898,22.10060034,28.81714364,2,23.42311784
1,81.87292706,41.91198695,21.63690882,27.53868246,1,20.6817868
1,88.64130344,41.98080487,16.06105317,26.93823791,1,18.17690633
1,89.65976781,38.76532962,18.85295962,26.18668519,1,18.24109195
1,84.71613372,37.07275493,12.31055744,21.7337769,1,13.26416149
